CUSTOM.updateTime,CUSTOM.isPhoto,CUSTOM.isVideo,CUSTOM.hSpeed [m/s],CUSTOM.distance [m],CUSTOM.travelled [m],CUSTOM.hSpeed.running_max [m/s],CALC.hSpeed [m/s],CALC.distance [m],CALC.travelled [m],CALC.distance.running_max [m],CALC.height.running_max [m],OSD.latitude,OSD.longitude,OSD.height [m],OSD.altitude [m],OSD.xSpeed [m/s],OSD.ySpeed [m/s],OSD.zSpeed [m/s],OSD.pitch,OSD.roll,OSD.yaw,OSD.flycState,OSD.flycState.RAW,OSD.flycCommand,OSD.flycCommand.RAW,OSD.canIOCWork,OSD.groundOrSky,OSD.isMotorUp,OSD.isSwaveWork,OSD.goHomeStatus,OSD.goHomeStatus.RAW,OSD.isImuPreheated,OSD.isVisionUsed,OSD.voltageWarning,OSD.modeChannel,OSD.isGPSused,OSD.compassError,OSD.waveError,OSD.gpsLevel,OSD.batteryType,OSD.isAcceletorOverRange,OSD.isVibrating,OSD.isBarometerDeadInAir,OSD.isMotorBlocked,OSD.isNotEnoughForce,OSD.isPropellerCatapult,OSD.isGoHomeHeightModified,OSD.isOutOfLimit,OSD.gpsNum,OSD.flightAction,OSD.flightAction.RAW,OSD.motorStartFailedCause,OSD.motorStartFailedCause.RAW,OSD.nonGPSCause,OSD.nonGPSCause.RAW,OSD.isQuickSpin,OSD.battery,OSD.sWaveHeight [m],OSD.flyTime [s],OSD.motorRevolution,OSD.flycVersion,OSD.droneType,OSD.imuInitFailReason,OSD.imuInitFailReason.RAW,OSD.motorFailReason,OSD.motorFailReason.RAW,OSD.ctrlDevice,OSD.ctrlDevice.RAW,GIMBAL.pitch,GIMBAL.roll,GIMBAL.yaw,GIMBAL.mode,GIMBAL.mode.RAW,GIMBAL.rollAdjust,GIMBAL.pitchAdjust,GIMBAL.yawAngle,GIMBAL.isAutoCalibration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08:08.9,,Recording,0.98,52.44,,2.97,1,35.37,52.35,35.89,3,30.254951,-85.962542,1.4,29.2,0.4,-0.9,0,1.1,-1.1,-138.9,NaviSubMode_Tracking,26,Other,0,FALSE,Sky,TRUE,TRUE,Standby,0,TRUE,FALSE,0,P,TRUE,FALSE,FALSE,5,Smart,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,17,None,0,None,0,Already,0,FALSE,0,7.2,87.3,1,28,Mavic,MonitorError,0,,0,OnboardDevice,2,-37.4,0,-138.2,YawFollow,2,-0.3,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08:09.0,,Recording,1.03,52.54,,2.97,0.94,35.37,52.45,35.89,3,30.254951,-85.962543,1.4,29.2,0.5,-0.9,0,0.6,-1,-139.4,NaviSubMode_Tracking,26,Other,0,FALSE,Sky,TRUE,TRUE,Standby,0,TRUE,FALSE,0,P,TRUE,FALSE,FALSE,5,Smart,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,17,None,0,None,0,Already,0,FALSE,0,7.2,87.4,1,28,Mavic,MonitorError,0,,0,OnboardDevice,2,-37.8,0,-138.9,YawFollow,2,-0.3,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08:09.1,,Recording,0.94,52.63,,2.97,0.98,35.36,52.55,35.89,3,30.254952,-85.962544,1.4,29.2,0.5,-0.8,0,1.2,-0.4,-140,NaviSubMode_Tracking,26,Other,0,FALSE,Sky,TRUE,TRUE,Standby,0,TRUE,FALSE,0,P,TRUE,FALSE,FALSE,5,Smart,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,17,None,0,None,0,Already,0,FALSE,0,7.3,87.5,1,28,Mavic,MonitorError,0,,0,OnboardDevice,2,-38.2,0,-139.5,YawFollow,2,-0.3,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08:09.2,,Recording,1,52.73,,2.97,0.91,35.34,52.64,35.89,3,30.254952,-85.962544,1.4,29.2,0.6,-0.8,0,1,-0.6,-140.6,NaviSubMode_Tracking,26,Other,0,FALSE,Sky,TRUE,TRUE,Standby,0,TRUE,FALSE,0,P,TRUE,FALSE,FALSE,5,Smart,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,17,None,0,None,0,Already,0,FALSE,0,7.3,87.6,1,28,Mavic,MonitorError,0,,0,OnboardDevice,2,-38.6,0,-140.2,YawFollow,2,-0.3,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08:09.3,,Recording,0.99,52.82,,2.97,0.95,35.32,52.74,35.89,3,30.254953,-85.962545,1.4,29.2,0.7,-0.7,0,0.7,-0.6,-141.2,NaviSubMode_Tracking,26,Other,0,FALSE,Sky,TRUE,TRUE,Standby,0,TRUE,FALSE,0,P,TRUE,FALSE,FALSE,5,Smart,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,17,None,0,None,0,Already,0,FALSE,0,7.3,87.7,1,28,Mavic,MonitorError,0,,0,OnboardDevice,2,-39.1,0,-140.9,YawFollow,2,-0.3,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08:09.4,,Recording,0.99,52.92,,2.97,0.91,35.28,52.83,35.89,3,30.254954,-85.962546,1.4,29.2,0.7,-0.7,0,0.1,-0.5,-141.9,NaviSubMode_Tracking,26,Other,0,FALSE,Sky,TRUE,TRUE,Standby,0,TRUE,FALSE,0,P,TRUE,FALSE,FALSE,5,Smart,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,17,None,0,None,0,Already,0,FALSE,0,7.3,87.8,1,28,Mavic,MonitorError,0,,0,OnboardDevice,2,-39.5,0,-141.6,YawFollow,2,-0.3,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08:09.5,,Recording,0.99,53.01,,2.97,0.94,35.25,52.93,35.89,3,30.254954,-85.962546,1.3,29.1,0.7,-0.7,0,-0.2,-0.5,-142.4,NaviSubMode_Tracking,26,Other,0,FALSE,Sky,TRUE,TRUE,Standby,0,TRUE,FALSE,0,P,TRUE,FALSE,FALSE,5,Smart,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,17,None,0,None,0,Already,0,FALSE,0,7.3,87.9,1,28,Mavic,MonitorError,0,,0,OnboardDevice,2,-39.9,0,-142.3,YawFollow,2,-0.3,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08:09.6,,Recording,1,53.1,,2.97,0.88,35.21,53.02,35.89,3,30.254955,-85.962547,1.3,29.1,0.8,-0.6,0,-0.6,-0.4,-143.2,NaviSubMode_Tracking,26,Other,0,FALSE,Sky,TRUE,TRUE,Standby,0,TRUE,FALSE,0,P,TRUE,FALSE,FALSE,5,Smart,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,17,None,0,None,0,Already,0,FALSE,0,7.3,88,1,28,Mavic,MonitorError,0,,0,OnboardDevice,2,-40.3,0,-143,YawFollow,2,-0.3,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08:09.7,,Recording,1,53.2,,2.97,0.91,35.17,53.11,35.89,3,30.254956,-85.962547,1.3,29.1,0.8,-0.6,0,-0.9,-0.5,-143.8,NaviSubMode_Tracking,26,Other,0,FALSE,Sky,TRUE,TRUE,Standby,0,TRUE,FALSE,0,P,TRUE,FALSE,FALSE,5,Smart,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,17,None,0,None,0,Already,0,FALSE,0,7.3,88.1,1,28,Mavic,MonitorError,0,,0,OnboardDevice,2,-40.6,0,-143.7,YawFollow,2,-0.3,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08:09.8,,Recording,1,53.29,,2.97,0.85,35.13,53.2,35.89,3,30.254956,-85.962548,1.4,29.2,0.8,-0.6,0,-1.4,-0.4,-144.4,NaviSubMode_Tracking,26,Other,0,FALSE,Sky,TRUE,TRUE,Standby,0,TRUE,FALSE,0,P,TRUE,FALSE,FALSE,5,Smart,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,17,None,0,None,0,Already,0,FALSE,0,7.4,88.2,1,28,Mavic,MonitorError,0,,0,OnboardDevice,2,-40.9,0,-144.4,YawFollow,2,-0.3,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08:09.9,,Recording,1,53.38,,2.97,0.9,35.09,53.29,35.89,3,30.254957,-85.962548,1.4,29.2,0.8,-0.6,0,-1.7,-0.4,-145.1,NaviSubMode_Tracking,26,Other,0,FALSE,Sky,TRUE,TRUE,Standby,0,TRUE,FALSE,0,P,TRUE,FALSE,FALSE,5,Smart,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,17,None,0,None,0,Already,0,FALSE,0,7.4,88.3,1,28,Mavic,MonitorError,0,,0,OnboardDevice,2,-41.2,0,-145.1,YawFollow,2,-0.3,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08:10.0,,Recording,1,53.47,,2.97,0.84,35.05,53.38,35.89,3,30.254958,-85.962549,1.3,29.1,0.8,-0.6,0,-2.3,-0.4,-145.9,NaviSubMode_Tracking,26,Other,0,FALSE,Sky,TRUE,TRUE,Standby,0,TRUE,FALSE,0,P,TRUE,FALSE,FALSE,5,Smart,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,17,None,0,None,0,Already,0,FALSE,0,7.4,88.4,1,28,Mavic,MonitorError,0,,0,OnboardDevice,2,-41.4,0,-145.8,YawFollow,2,-0.3,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08:10.1,,Stop,1,53.56,,2.97,0.9,35.01,53.47,35.89,3,30.254958,-85.962549,1.3,29.1,0.8,-0.6,0,-2.7,-0.4,-146.7,NaviSubMode_Tracking,26,Other,0,FALSE,Sky,TRUE,TRUE,Standby,0,TRUE,FALSE,0,P,TRUE,FALSE,FALSE,5,Smart,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,17,None,0,None,0,Already,0,FALSE,0,7.4,88.5,1,28,Mavic,MonitorError,0,,0,OnboardDevice,2,-41.6,0,-146.6,YawFollow,2,-0.3,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08:10.2,,,1,53.65,,2.97,0.79,34.97,53.56,35.89,3,30.254959,-85.96255,1.3,29.1,0.8,-0.6,0,-3.1,-0.3,-147.6,NaviSubMode_Tracking,26,Other,0,FALSE,Sky,TRUE,TRUE,Standby,0,TRUE,FALSE,0,P,TRUE,FALSE,FALSE,5,Smart,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,17,None,0,None,0,Already,0,FALSE,0,7.4,88.6,1,28,Mavic,MonitorError,0,,0,OnboardDevice,2,-41.8,0,-147.4,YawFollow,2,-0.3,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08:10.3,,,1,53.73,,2.97,0.87,34.93,53.65,35.89,3,30.25496,-85.96255,1.3,29.1,0.8,-0.6,0,-3.4,-0.1,-148.4,NaviSubMode_Tracking,26,Other,0,FALSE,Sky,TRUE,TRUE,Standby,0,TRUE,FALSE,0,P,TRUE,FALSE,FALSE,5,Smart,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,17,None,0,None,0,Already,0,FALSE,0,7.4,88.7,1,28,Mavic,MonitorError,0,,0,OnboardDevice,2,-42,0,-148.2,YawFollow,2,-0.3,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08:10.4,,,1,53.82,,2.97,0.83,34.9,53.73,35.89,3,30.25496,-85.962551,1.4,29.2,0.8,-0.6,0,-3.8,0,-149.1,NaviSubMode_Tracking,26,Other,0,FALSE,Sky,TRUE,TRUE,Standby,0,TRUE,FALSE,0,P,TRUE,FALSE,FALSE,5,Smart,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,17,None,0,None,0,Already,0,FALSE,0,7.4,88.8,1,28,Mavic,MonitorError,0,,0,OnboardDevice,2,-42.1,0,-148.9,YawFollow,2,-0.3,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08:10.4,,,1,53.82,,2.97,0.89,34.87,53.82,35.89,3,30.254961,-85.962551,1.3,29.1,0.7,-0.7,0,-4.3,0.2,-150,NaviSubMode_Tracking,26,Other,0,FALSE,Sky,TRUE,TRUE,Standby,0,TRUE,FALSE,0,P,TRUE,FALSE,FALSE,5,Smart,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,17,None,0,None,0,Already,0,FALSE,0,7.4,88.9,1,28,Mavic,MonitorError,0,,0,OnboardDevice,2,-42.1,0,-149.7,YawFollow,2,-0.3,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08:10.6,,,0.99,53.99,,2.97,0,34.84,53.91,35.89,3,30.254962,-85.962552,1.3,29.1,0.7,-0.7,0,-4.6,0,-150.7,NaviSubMode_Tracking,26,Other,0,FALSE,Sky,TRUE,TRUE,Standby,0,TRUE,FALSE,0,P,TRUE,FALSE,FALSE,5,Smart,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,17,None,0,None,0,Already,0,FALSE,0,7.4,89,1,28,Mavic,MonitorError,0,,0,OnboardDevice,2,-42.2,0,-150.5,YawFollow,2,-0.3,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08:10.6,,,0.99,53.99,,2.97,0.44,34.82,54,35.89,3,30.254962,-85.962553,1.4,29.2,0.7,-0.7,0,-4.9,0,-151.4,NaviSubMode_Tracking,26,Other,0,FALSE,Sky,TRUE,TRUE,Standby,0,TRUE,FALSE,0,P,TRUE,FALSE,FALSE,5,Smart,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,17,None,0,None,0,Already,0,FALSE,0,7.4,89.1,1,28,Mavic,MonitorError,0,,0,OnboardDevice,2,-42.2,0,-151.2,YawFollow,2,-0.3,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08:10.7,,,0.92,54.17,,2.97,0,34.81,54.08,35.89,3,30.254963,-85.962553,1.4,29.2,0.6,-0.7,0,-5,0,-152.1,NaviSubMode_Tracking,26,Other,0,FALSE,Sky,TRUE,TRUE,Standby,0,TRUE,FALSE,0,P,TRUE,FALSE,FALSE,5,Smart,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,17,None,0,None,0,Already,0,FALSE,0,7.5,89.2,1,28,Mavic,MonitorError,0,,0,OnboardDevice,2,-42.2,0,-152,YawFollow,2,-0.3,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08:10.8,,,1,54.25,,2.97,0.86,34.8,54.17,35.89,3,30.254963,-85.962554,1.3,29.1,0.6,-0.8,0,-5.5,0.1,-152.8,NaviSubMode_Tracking,26,Other,0,FALSE,Sky,TRUE,TRUE,Standby,0,TRUE,FALSE,0,P,TRUE,FALSE,FALSE,5,Smart,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,17,None,0,None,0,Already,0,FALSE,0,7.5,89.3,1,28,Mavic,MonitorError,0,,0,OnboardDevice,2,-42.2,0,-152.8,YawFollow,2,-0.3,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08:10.9,,,0.94,54.33,,2.97,0.76,34.8,54.25,35.89,3,30.254964,-85.962555,1.4,29.2,0.5,-0.8,0,-5.5,0.2,-153.6,NaviSubMode_Tracking,26,Other,0,FALSE,Sky,TRUE,TRUE,Standby,0,TRUE,FALSE,0,P,TRUE,FALSE,FALSE,5,Smart,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,17,None,0,None,0,Already,0,FALSE,0,7.5,89.4,1,28,Mavic,MonitorError,0,,0,OnboardDevice,2,-42.2,0,-153.6,YawFollow,2,-0.3,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08:11.0,,,0.94,54.42,,2.97,0.83,34.8,54.33,35.89,3,30.254964,-85.962556,1.4,29.2,0.5,-0.8,0,-5,0,-154.3,NaviSubMode_Tracking,26,Other,0,FALSE,Sky,TRUE,TRUE,Standby,0,TRUE,FALSE,0,P,TRUE,FALSE,FALSE,5,Smart,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,17,None,0,None,0,Already,0,FALSE,0,7.5,89.5,1,28,Mavic,MonitorError,0,,0,OnboardDevice,2,-42.2,0,-154.3,YawFollow,2,-0.3,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08:11.1,,,1.03,54.5,,2.97,0.8,34.81,54.41,35.89,3,30.254964,-85.962556,1.4,29.2,0.5,-0.9,0,-4.7,0,-155.2,NaviSubMode_Tracking,26,Other,0,FALSE,Sky,TRUE,TRUE,Standby,0,TRUE,FALSE,0,P,TRUE,FALSE,FALSE,5,Smart,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,17,None,0,None,0,Already,0,FALSE,0,7.5,89.6,1,28,Mavic,MonitorError,0,,0,OnboardDevice,2,-42.2,0,-155.1,YawFollow,2,-0.3,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08:11.2,,,0.98,54.59,,2.97,0.89,34.81,54.5,35.89,3,30.254965,-85.962557,1.4,29.2,0.4,-0.9,0,-4.4,-0.1,-155.8,NaviSubMode_Tracking,26,Other,0,FALSE,Sky,TRUE,TRUE,Standby,0,TRUE,FALSE,0,P,TRUE,FALSE,FALSE,5,Smart,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,17,None,0,None,0,Already,0,FALSE,0,7.5,89.7,1,28,Mavic,MonitorError,0,,0,OnboardDevice,2,-42.1,0,-156,YawFollow,2,-0.3,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08:11.3,,,0.98,54.68,,2.97,0.83,34.83,54.59,35.89,3,30.254965,-85.962558,1.4,29.2,0.4,-0.9,0,-4.2,0,-156.7,NaviSubMode_Tracking,26,Other,0,FALSE,Sky,TRUE,TRUE,Standby,0,TRUE,FALSE,0,P,TRUE,FALSE,FALSE,5,Smart,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,17,None,0,None,0,Already,0,FALSE,0,7.5,89.8,1,28,Mavic,MonitorError,0,,0,OnboardDevice,2,-42.1,0,-156.8,YawFollow,2,-0.3,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
