CUSTOM.updateTime,CUSTOM.isPhoto,CUSTOM.isVideo,CUSTOM.hSpeed [m/s],CUSTOM.distance [m],CUSTOM.travelled [m],CUSTOM.hSpeed.running_max [m/s],CALC.hSpeed [m/s],CALC.distance [m],CALC.travelled [m],CALC.distance.running_max [m],CALC.height.running_max [m],OSD.latitude,OSD.longitude,OSD.height [m],OSD.altitude [m],OSD.xSpeed [m/s],OSD.ySpeed [m/s],OSD.zSpeed [m/s],OSD.pitch,OSD.roll,OSD.yaw,OSD.flycState,OSD.flycState.RAW,OSD.flycCommand,OSD.flycCommand.RAW,OSD.canIOCWork,OSD.groundOrSky,OSD.isMotorUp,OSD.isSwaveWork,OSD.goHomeStatus,OSD.goHomeStatus.RAW,OSD.isImuPreheated,OSD.isVisionUsed,OSD.voltageWarning,OSD.modeChannel,OSD.isGPSused,OSD.compassError,OSD.waveError,OSD.gpsLevel,OSD.batteryType,OSD.isAcceletorOverRange,OSD.isVibrating,OSD.isBarometerDeadInAir,OSD.isMotorBlocked,OSD.isNotEnoughForce,OSD.isPropellerCatapult,OSD.isGoHomeHeightModified,OSD.isOutOfLimit,OSD.gpsNum,OSD.flightAction,OSD.flightAction.RAW,OSD.motorStartFailedCause,OSD.motorStartFailedCause.RAW,OSD.nonGPSCause,OSD.nonGPSCause.RAW,OSD.isQuickSpin,OSD.battery,OSD.sWaveHeight [m],OSD.flyTime [s],OSD.motorRevolution,OSD.flycVersion,OSD.droneType,OSD.imuInitFailReason,OSD.imuInitFailReason.RAW,OSD.motorFailReason,OSD.motorFailReason.RAW,OSD.ctrlDevice,OSD.ctrlDevice.RAW,GIMBAL.pitch,GIMBAL.roll,GIMBAL.yaw,GIMBAL.mode,GIMBAL.mode.RAW,GIMBAL.rollAdjust,GIMBAL.pitchAdjust,GIMBAL.yawAngle,GIMBAL.isAutoCalibration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:21.6,,,0.7,139.1,,2.97,0.36,30.37,139.03,46.68,23.1,30.255066,-85.962617,2.2,30,-0.7,0.2,1.1,-12.9,4.2,73.2,NaviSubMode_Tracking,26,Other,0,FALSE,Sky,TRUE,TRUE,Standby,0,TRUE,FALSE,0,P,TRUE,FALSE,FALSE,5,Smart,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19,None,0,None,0,Already,0,FALSE,0,9.3,160.1,1,28,Mavic,MonitorError,0,,0,OnboardDevice,2,-35.7,0,72.4,YawFollow,2,-0.3,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:21.7,,,0.72,139.24,,2.97,0,30.4,139.1,46.68,23.1,30.255066,-85.962617,2.1,29.9,-0.6,0.4,1.1,-13.7,6,72.7,NaviSubMode_Tracking,26,Other,0,FALSE,Sky,TRUE,TRUE,Standby,0,TRUE,FALSE,0,P,TRUE,FALSE,FALSE,5,Smart,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18,None,0,None,0,Already,0,FALSE,0,9.2,160.2,1,28,Mavic,MonitorError,0,,0,OnboardDevice,2,-35.2,0,72.1,YawFollow,2,-0.3,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:21.9,,,0.85,139.31,,2.97,0.71,30.41,139.17,46.68,23.1,30.255065,-85.962617,2,29.8,-0.6,0.6,1.1,-13.2,6.4,72.6,NaviSubMode_Tracking,26,Other,0,FALSE,Sky,TRUE,TRUE,Standby,0,TRUE,FALSE,0,P,TRUE,FALSE,FALSE,5,Smart,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18,None,0,None,0,Already,0,FALSE,0,9.2,160.3,1,28,Mavic,MonitorError,0,,0,OnboardDevice,2,-34.7,0,71.7,YawFollow,2,-0.3,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:22.0,,,0.94,139.4,,2.97,0.86,30.38,139.26,46.68,23.1,30.255065,-85.962616,1.9,29.7,-0.5,0.8,1.1,-11.8,6,72.7,NaviSubMode_Tracking,26,Other,0,FALSE,Sky,TRUE,TRUE,Standby,0,TRUE,FALSE,0,P,TRUE,FALSE,FALSE,5,Smart,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19,None,0,None,0,Already,0,FALSE,0,9.1,160.4,1,28,Mavic,MonitorError,0,,0,OnboardDevice,2,-34.2,0,71.4,YawFollow,2,-0.3,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:22.1,,,1.12,139.51,,2.97,1.08,30.33,139.37,46.68,23.1,30.255064,-85.962615,1.8,29.6,-0.5,1,1,-10.6,6.1,72.6,NaviSubMode_Tracking,26,Other,0,FALSE,Sky,TRUE,TRUE,Standby,0,TRUE,FALSE,0,P,TRUE,FALSE,FALSE,5,Smart,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19,None,0,None,0,Already,0,FALSE,0,9,160.5,1,28,Mavic,MonitorError,0,,0,OnboardDevice,2,-33.7,0,71,YawFollow,2,-0.3,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:22.2,,,1.3,139.63,,2.97,1.17,30.26,139.48,46.68,23.1,30.255064,-85.962614,1.7,29.5,-0.5,1.2,1,-9.1,5.7,72.6,NaviSubMode_Tracking,26,Other,0,FALSE,Sky,TRUE,TRUE,Standby,0,TRUE,FALSE,0,P,TRUE,FALSE,FALSE,5,Smart,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19,None,0,None,0,Already,0,FALSE,0,9,160.6,1,28,Mavic,MonitorError,0,,0,OnboardDevice,2,-33.3,0,70.6,YawFollow,2,-0.3,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:22.3,,,1.36,139.75,,2.97,1.25,30.19,139.61,46.68,23.1,30.255063,-85.962613,1.6,29.4,-0.4,1.3,1,-6.8,5.4,72.6,NaviSubMode_Tracking,26,Other,0,FALSE,Sky,TRUE,TRUE,Standby,0,TRUE,FALSE,0,P,TRUE,FALSE,FALSE,5,Smart,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19,None,0,None,0,Already,0,FALSE,0,8.9,160.7,1,28,Mavic,MonitorError,0,,0,OnboardDevice,2,-32.8,0,70.3,YawFollow,2,-0.3,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:22.4,,,1.46,139.89,,2.97,1.34,30.11,139.75,46.68,23.1,30.255063,-85.962611,1.5,29.3,-0.4,1.4,1,-5.6,5.2,72.4,NaviSubMode_Tracking,26,Other,0,FALSE,Sky,TRUE,TRUE,Standby,0,TRUE,FALSE,0,P,TRUE,FALSE,FALSE,5,Smart,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19,None,0,None,0,Already,0,FALSE,0,8.8,160.8,1,28,Mavic,MonitorError,0,,0,OnboardDevice,2,-32.4,0,69.9,YawFollow,2,-0.3,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:22.5,,,1.46,140.03,,2.97,1.42,30.03,139.89,46.68,23.1,30.255063,-85.96261,1.4,29.2,-0.4,1.4,1,-4.6,5,72.2,NaviSubMode_Tracking,26,Other,0,FALSE,Sky,TRUE,TRUE,Standby,0,TRUE,FALSE,0,P,TRUE,FALSE,FALSE,5,Smart,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19,None,0,None,0,Already,0,FALSE,0,8.7,160.9,1,28,Mavic,MonitorError,0,,0,OnboardDevice,2,-32,0,69.6,YawFollow,2,-0.3,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:22.6,,,1.55,140.17,,2.97,1.35,29.96,140.03,46.68,23.1,30.255062,-85.962608,1.3,29.1,-0.4,1.5,1,-3.2,4.5,71.8,NaviSubMode_Tracking,26,Other,0,FALSE,Sky,TRUE,TRUE,Standby,0,TRUE,FALSE,0,P,TRUE,FALSE,FALSE,5,Smart,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19,None,0,None,0,Already,0,FALSE,0,8.7,161,1,28,Mavic,MonitorError,0,,0,OnboardDevice,2,-31.7,0,69.2,YawFollow,2,-0.3,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:22.7,,,1.46,140.31,,2.97,1.34,29.88,140.17,46.68,23.1,30.255062,-85.962607,1.1,28.9,-0.4,1.4,1.1,-2.3,4.1,71.4,NaviSubMode_Tracking,26,Other,0,FALSE,Sky,TRUE,TRUE,Standby,0,TRUE,FALSE,0,P,TRUE,FALSE,FALSE,5,Smart,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19,None,0,None,0,Already,0,FALSE,0,8.6,161.1,1,28,Mavic,MonitorError,0,,0,OnboardDevice,2,-31.4,0,68.8,YawFollow,2,-0.3,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:22.8,,,1.46,140.44,,2.97,1.29,29.82,140.3,46.68,23.1,30.255061,-85.962606,1,28.8,-0.4,1.4,1,-1.7,3.9,71.1,NaviSubMode_Tracking,26,Other,0,FALSE,Sky,TRUE,TRUE,Standby,0,TRUE,FALSE,0,P,TRUE,FALSE,FALSE,5,Smart,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19,None,0,None,0,Already,0,FALSE,0,8.5,161.2,1,28,Mavic,MonitorError,0,,0,OnboardDevice,2,-31.1,0,68.5,YawFollow,2,-0.3,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:22.9,,,1.46,140.58,,2.97,1.31,29.76,140.44,46.68,23.1,30.255061,-85.962605,0.9,28.7,-0.4,1.4,1.1,-1.3,3.9,70.9,NaviSubMode_Tracking,26,Other,0,FALSE,Sky,TRUE,TRUE,Standby,0,TRUE,FALSE,0,P,TRUE,FALSE,FALSE,5,Smart,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19,None,0,None,0,Already,0,FALSE,0,8.4,161.3,1,28,Mavic,MonitorError,0,,0,OnboardDevice,2,-30.9,0,68.1,YawFollow,2,-0.3,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:23.0,,,1.46,140.7,,2.97,1.18,29.71,140.56,46.68,23.1,30.25506,-85.962603,0.8,28.6,-0.4,1.4,1.1,-0.3,3.9,70.7,NaviSubMode_Tracking,26,Other,0,FALSE,Sky,TRUE,TRUE,Standby,0,TRUE,FALSE,0,P,TRUE,FALSE,FALSE,5,Smart,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18,None,0,None,0,Already,0,FALSE,0,8.3,161.4,1,28,Mavic,MonitorError,0,,0,OnboardDevice,2,-30.6,0,67.8,YawFollow,2,-0.3,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:23.1,,,1.36,140.82,,2.97,1.22,29.66,140.68,46.68,23.1,30.25506,-85.962602,0.7,28.5,-0.4,1.3,1.1,-0.1,3.6,70.4,NaviSubMode_Tracking,26,Other,0,FALSE,Sky,TRUE,TRUE,Standby,0,TRUE,FALSE,0,P,TRUE,FALSE,FALSE,5,Smart,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18,None,0,None,0,Already,0,FALSE,0,8.2,161.5,1,28,Mavic,MonitorError,0,,0,OnboardDevice,2,-30.4,0,67.5,YawFollow,2,-0.3,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:23.2,,,1.39,140.93,,2.97,1.08,29.62,140.79,46.68,23.1,30.255059,-85.962601,0.6,28.4,-0.5,1.3,1.1,0,3.8,70.2,NaviSubMode_Tracking,26,Other,0,FALSE,Sky,TRUE,TRUE,Standby,0,TRUE,FALSE,0,P,TRUE,FALSE,FALSE,5,Smart,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18,None,0,None,0,Already,0,FALSE,0,8.2,161.6,1,28,Mavic,MonitorError,0,,0,OnboardDevice,2,-30.2,0,67.2,YawFollow,2,-0.3,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:23.3,,,1.3,141.05,,2.97,1.16,29.58,140.91,46.68,23.1,30.255059,-85.9626,0.5,28.3,-0.5,1.2,1.1,1,3.9,69.9,NaviSubMode_Tracking,26,Other,0,FALSE,Sky,TRUE,TRUE,Standby,0,TRUE,FALSE,0,P,TRUE,FALSE,FALSE,5,Smart,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18,None,0,None,0,Already,0,FALSE,0,8.1,161.7,1,28,Mavic,MonitorError,0,,0,OnboardDevice,2,-30.1,0,66.9,YawFollow,2,-0.3,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:23.4,,,1.3,141.15,,2.97,1.04,29.55,141.02,46.68,23.1,30.255058,-85.962599,0.4,28.2,-0.5,1.2,1.1,1.8,4,69.4,NaviSubMode_Tracking,26,Other,0,FALSE,Sky,TRUE,TRUE,Standby,0,TRUE,FALSE,0,P,TRUE,FALSE,FALSE,5,Smart,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19,None,0,None,0,Already,0,FALSE,0,7.9,161.8,1,28,Mavic,MonitorError,0,,0,OnboardDevice,2,-29.9,0,66.6,YawFollow,2,-0.3,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:23.5,,,1.21,141.26,,2.97,1.04,29.51,141.12,46.68,23.1,30.255058,-85.962598,0.2,28,-0.5,1.1,1.1,1.5,3.8,68.9,NaviSubMode_Tracking,26,Other,0,FALSE,Sky,TRUE,TRUE,Standby,0,TRUE,FALSE,0,P,TRUE,FALSE,FALSE,5,Smart,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19,None,0,None,0,Already,0,FALSE,0,7.8,161.9,1,28,Mavic,MonitorError,0,,0,OnboardDevice,2,-29.7,0,66.3,YawFollow,2,-0.3,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:23.6,,,1.12,141.37,,2.97,1.06,29.48,141.23,46.68,23.1,30.255057,-85.962597,0.1,27.9,-0.5,1,1.1,1.4,3.5,68.6,NaviSubMode_Tracking,26,Other,0,FALSE,Sky,TRUE,TRUE,Standby,0,TRUE,FALSE,0,P,TRUE,FALSE,FALSE,5,Smart,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18,None,0,None,0,Already,0,FALSE,0,7.7,162,1,28,Mavic,MonitorError,0,,0,OnboardDevice,2,-29.6,0,66.1,YawFollow,2,-0.3,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:23.7,,,1.12,141.48,,2.97,1.09,29.44,141.34,46.68,23.1,30.255057,-85.962596,0,27.8,-0.5,1,1.1,1.6,3.7,68,NaviSubMode_Tracking,26,Other,0,FALSE,Sky,TRUE,TRUE,Standby,0,TRUE,FALSE,0,P,TRUE,FALSE,FALSE,5,Smart,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18,None,0,None,0,Already,0,FALSE,0,7.6,162.1,1,28,Mavic,MonitorError,0,,0,OnboardDevice,2,-29.4,0,65.8,YawFollow,2,-0.3,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:23.8,,,1.03,141.57,,2.97,0.91,29.42,141.43,46.68,23.1,30.255056,-85.962596,0,27.8,-0.5,0.9,1.1,1.8,4.1,67.6,NaviSubMode_Tracking,26,Other,0,FALSE,Sky,TRUE,TRUE,Standby,0,TRUE,FALSE,0,P,TRUE,FALSE,FALSE,5,Smart,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18,None,0,None,0,Already,0,FALSE,0,7.5,162.2,1,28,Mavic,MonitorError,0,,0,OnboardDevice,2,-29.2,0,65.4,YawFollow,2,-0.3,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:23.9,,,0.94,141.66,,2.97,0.84,29.41,141.52,46.68,23.1,30.255056,-85.962595,-0.1,27.7,-0.5,0.8,1,1.7,4.3,67.1,NaviSubMode_Tracking,26,Other,0,FALSE,Sky,TRUE,TRUE,Standby,0,TRUE,FALSE,0,P,TRUE,FALSE,FALSE,5,Smart,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18,None,0,None,0,Already,0,FALSE,0,7.4,162.3,1,28,Mavic,MonitorError,0,,0,OnboardDevice,2,-29.1,0,65.1,YawFollow,2,-0.3,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:24.0,,,0.94,141.74,,2.97,0.8,29.4,141.6,46.68,23.1,30.255055,-85.962594,-0.2,27.6,-0.5,0.8,1,1,5.9,66.4,NaviSubMode_Tracking,26,Other,0,FALSE,Sky,TRUE,TRUE,Standby,0,TRUE,FALSE,0,P,TRUE,FALSE,FALSE,5,Smart,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18,None,0,None,0,Already,0,FALSE,0,7.3,162.4,1,28,Mavic,MonitorError,0,,0,OnboardDevice,2,-28.8,0,64.8,YawFollow,2,-0.3,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:24.1,,,0.92,141.83,,2.97,0.86,29.4,141.69,46.68,23.1,30.255055,-85.962594,-0.3,27.5,-0.6,0.7,1,0.2,6.2,66,NaviSubMode_Tracking,26,Other,0,FALSE,Sky,TRUE,TRUE,Standby,0,TRUE,FALSE,0,P,TRUE,FALSE,FALSE,5,Smart,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18,None,0,None,0,Already,0,FALSE,0,7.2,162.5,1,28,Mavic,MonitorError,0,,0,OnboardDevice,2,-28.6,0,64.4,YawFollow,2,-0.3,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:24.2,,,0.92,141.91,,2.97,0.83,29.4,141.77,46.68,23.1,30.255054,-85.962593,-0.4,27.4,-0.6,0.7,1,-0.1,5.5,65.4,NaviSubMode_Tracking,26,Other,0,FALSE,Sky,TRUE,TRUE,Standby,0,TRUE,FALSE,0,P,TRUE,FALSE,FALSE,5,Smart,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18,None,0,None,0,Already,0,FALSE,0,7.1,162.6,1,28,Mavic,MonitorError,0,,0,OnboardDevice,2,-28.4,0,64,YawFollow,2,-0.3,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
